"0","runif(100, min = 0, max = 1000)
"
"1","  [1]"
"1"," 890.890158"
"1","  16.135641"
"1"," 980.358111"
"1"," 976.674081"
"1"," 337.883010"
"1"," 318.296166"
"1","
"
"1","  [7]"
"1"," 275.097076"
"1"," 407.650284"
"1","  35.169872"
"1"," 309.352705"
"1"," 707.861793"
"1"," 438.207306"
"1","
"
"1"," [13]"
"1"," 624.709854"
"1","  90.843565"
"1"," 484.620013"
"1"," 807.013578"
"1"," 558.171866"
"1"," 787.339328"
"1","
"
"1"," [19]"
"1","  73.565253"
"1"," 709.732989"
"1"," 134.833966"
"1"," 234.246620"
"1"," 281.686323"
"1"," 929.266294"
"1","
"
"1"," [25]"
"1"," 257.069187"
"1"," 844.472291"
"1"," 154.036119"
"1"," 159.506022"
"1"," 460.630211"
"1"," 822.577798"
"1","
"
"1"," [31]"
"1","  10.321933"
"1"," 570.443622"
"1"," 915.190432"
"1"," 226.772749"
"1"," 764.893427"
"1"," 342.568057"
"1","
"
"1"," [37]"
"1"," 128.157891"
"1"," 277.459225"
"1"," 222.565303"
"1"," 636.974056"
"1"," 205.912861"
"1"," 987.151107"
"1","
"
"1"," [43]"
"1"," 305.809577"
"1"," 796.108168"
"1"," 211.585771"
"1"," 613.717527"
"1"," 193.301162"
"1","  58.566783"
"1","
"
"1"," [49]"
"1"," 827.595274"
"1"," 708.908730"
"1","  64.616911"
"1"," 225.868734"
"1"," 393.437904"
"1"," 290.043719"
"1","
"
"1"," [55]"
"1"," 440.752533"
"1"," 198.095622"
"1"," 786.321744"
"1"," 563.812027"
"1"," 999.851416"
"1"," 538.542968"
"1","
"
"1"," [61]"
"1"," 927.148041"
"1"," 894.332404"
"1","  71.743388"
"1"," 198.925013"
"1"," 171.486592"
"1"," 846.231126"
"1","
"
"1"," [67]"
"1"," 898.131270"
"1"," 226.277768"
"1"," 112.319277"
"1"," 836.568904"
"1"," 142.779828"
"1"," 723.160706"
"1","
"
"1"," [73]"
"1"," 951.606009"
"1"," 961.515347"
"1"," 789.670552"
"1"," 241.141511"
"1"," 837.227754"
"1"," 443.068069"
"1","
"
"1"," [79]"
"1"," 459.404121"
"1"," 157.045379"
"1"," 167.110338"
"1","  57.882328"
"1"," 392.652830"
"1"," 854.808933"
"1","
"
"1"," [85]"
"1"," 829.095401"
"1"," 590.996394"
"1"," 677.507548"
"1"," 840.089191"
"1"," 871.695461"
"1"," 565.305297"
"1","
"
"1"," [91]"
"1"," 963.854609"
"1"," 183.916411"
"1"," 323.918872"
"1","   4.716757"
"1"," 713.979481"
"1"," 510.886913"
"1","
"
"1"," [97]"
"1"," 429.615231"
"1","  95.013447"
"1"," 272.967702"
"1"," 213.636062"
"1","
"
