"0","write.csv(a)
"
"1",""""",""V1"",""V2"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20""
"
"1","""1"","
"1","0.382815656252205"
"1",","
"1","0.900019478984177"
"1",","
"1","0.25661999755539"
"1",","
"1","0.865775437792763"
"1",","
"1","0.194021289236844"
"1",","
"1","0.382815656252205"
"1",","
"1","0.900019478984177"
"1",","
"1","0.25661999755539"
"1",","
"1","0.865775437792763"
"1",","
"1","0.194021289236844"
"1",","
"1","0.382815656252205"
"1",","
"1","0.900019478984177"
"1",","
"1","0.25661999755539"
"1",","
"1","0.865775437792763"
"1",","
"1","0.194021289236844"
"1",","
"1","0.382815656252205"
"1",","
"1","0.9000195"
"1",","
"1","0.25662"
"1",","
"1","0.8657754"
"1",","
"1","0.1940213"
"1","
"
"1","""2"","
"1","0.6943846"
"1",","
"1","0.4543108"
"1",","
"1","0.1385299"
"1",","
"1","0.3837065"
"1",","
"1","0.4398514"
"1",","
"1","0.6943846"
"1",","
"1","0.4543108"
"1",","
"1","0.1385299"
"1",","
"1","0.3837065"
"1",","
"1","0.4398514"
"1",","
"1","0.6943846"
"1",","
"1","0.4543108"
"1",","
"1","0.1385299"
"1",","
"1","0.3837065"
"1",","
"1","0.4398514"
"1",","
"1","0.6943846"
"1",","
"1","0.4543108"
"1",","
"1","0.1385299"
"1",","
"1","0.3837065"
"1",","
"1","0.4398514"
"1","
"
"1","""3"","
"1","0.1327249"
"1",","
"1","0.2006472"
"1",","
"1","0.5171192"
"1",","
"1","0.7597105"
"1",","
"1","0.547203"
"1",","
"1","0.1327249"
"1",","
"1","0.2006472"
"1",","
"1","0.5171192"
"1",","
"1","0.7597105"
"1",","
"1","0.547203"
"1",","
"1","0.1327249"
"1",","
"1","0.2006472"
"1",","
"1","0.5171192"
"1",","
"1","0.7597105"
"1",","
"1","0.547203"
"1",","
"1","0.1327249"
"1",","
"1","0.2006472"
"1",","
"1","0.5171192"
"1",","
"1","0.7597105"
"1",","
"1","0.547203"
"1","
"
"1","""4"","
"1","0.4889841"
"1",","
"1","0.6292716"
"1",","
"1","0.01065499"
"1",","
"1","0.4234922"
"1",","
"1","0.6059173"
"1",","
"1","0.4889841"
"1",","
"1","0.6292716"
"1",","
"1","0.01065499"
"1",","
"1","0.4234922"
"1",","
"1","0.6059173"
"1",","
"1","0.4889841"
"1",","
"1","0.6292716"
"1",","
"1","0.01065499"
"1",","
"1","0.4234922"
"1",","
"1","0.6059173"
"1",","
"1","0.4889841"
"1",","
"1","0.6292716"
"1",","
"1","0.01065499"
"1",","
"1","0.4234922"
"1",","
"1","0.6059173"
"1","
"
"1","""5"","
"1","0.003348037"
"1",","
"1","0.06745969"
"1",","
"1","0.4635711"
"1",","
"1","0.413521"
"1",","
"1","0.6561798"
"1",","
